"file_in";"ObjAB";"ObjAG";"ObjAGN";"ObjArt";"ObjArtN";"Geometrie";"Feld_in";"Quelle";"Dateiname_out";"Feld_out";"Wert_out";"Prioritaet";"Out_ID1"
"Theater.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_018";"Theater";"Point";"nurGeometrie";"Stadtplanwerke";"bau_gr_poly.shp";"LEVELNR";"469";2;"OldID_str"
"Schule.shp";"POI";3000;"BildungBetreuung";"3000_003";"Schule";"Point";"nurGeometrie";"Stadtplanwerke";"bau_gr_poly.shp";"LEVELNR";"463";2;"OldID_str"
"Ampel.shp";"Netzwerke";9000;"Netzwerke";"9000_001";"Ampel";"Point";"nurGeometrie";"ALKIS";"AX_EinrichtungInOeffentlichenBereichen.shp";"ART";"1310";3;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"2056";2;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3053";2;"OldID_str"
"Arzt.shp";"POI";2000;"Gesundheit";"2000_002";"Arzt";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"WGF";"1220";2;"OldID_str"
"Asylbewerberheim.shp";"POI";4000;"Soziales";"4000_001";"Asylbewerberheim";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3066";2;"OldID_str"
"Ausgleichsflaeche.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_023";"Ausgleichsflaeche";"Point";"nurGeometrie";"ALKIS";"AX_NaturUmweltOderBodenschutzrecht.shp";"ADF";"1656";2;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_TURM.shp";"BWF";"1003";2;"OldID_str"
"SchwimmbadBadestelle.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_013";"SchwimmbadBadestelle";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_SportFreizeitUndErholungsflaeche.shp";"FKT";"4320";2;"OldID_str"
"SchwimmbadBadestelle.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_013";"SchwimmbadBadestelle";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_BauwerkOderAnlageFuerSportFreizeitUndErholung.shp";"BWF";"1450";2;"OldID_str"
"SchwimmbadBadestelle.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_013";"SchwimmbadBadestelle";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3220";2;"OldID_str"
"SchwimmbadBadestelle.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_013";"SchwimmbadBadestelle";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3221";2;"OldID_str"
"Bank.shp";"POI";7000;"EinkaufenDienstleistung";"7000_002";"Bank";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"WGF";"1000";2;"OldID_str"
"Bank.shp";"POI";7000;"EinkaufenDienstleistung";"7000_002";"Bank";"Point";"nurGeometrie";"ALKIS";"AX_IndustrieUndGewerbeflaeche.shp";"FKT";"1420";2;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"nurGeometrie";"ATKIS/ALKIS";"AX_Baublock.shp";"ART";"1000";2;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"nurGeometrie";"ALKIS";"AX_Baublock.shp";"ART";"2000";2;"OldID_str"
"Berufsschule.shp";"POI";3000;"BildungBetreuung";"3000_001";"Berufsschule";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3022";2;"OldID_str"
"BibliothekBuchhandlung.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_003";"BibliothekBuchhandlung";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3037";2;"OldID_str"
"BibliothekBuchhandlung.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_003";"BibliothekBuchhandlung";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"WGF";"1130";2;"OldID_str"
"Biogasanlage.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_001";"Biogasanlage";"Point";"nurGeometrie";"ALKIS";"AX_BauwerkOderAnlageFuerIndustrieUndGewerbe.shp";"BWF";"1215";2;"OldID_str"
"Deponie.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_003";"Deponie";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_IndustrieUndGewerbeflaeche.shp";"FKT";"2630";2;"OldID_str"
"Deponie.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_003";"Deponie";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_IndustrieUndGewerbeflaeche.shp";"FKT";"2640";2;"OldID_str"
"Deponie.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_003";"Deponie";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"2623";2;"OldID_str"
"EinkaufszentrumSonstigeShopping.shp";"POI";7000;"EinkaufenDienstleistung";"7000_003";"EinkaufszentrumSonstigeShopping";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"2051";2;"OldID_str"
"EinkaufszentrumSonstigeShopping.shp";"POI";7000;"EinkaufenDienstleistung";"7000_003";"EinkaufszentrumSonstigeShopping";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"2052";2;"OldID_str"
"EinkaufszentrumSonstigeShopping.shp";"POI";7000;"EinkaufenDienstleistung";"7000_003";"EinkaufszentrumSonstigeShopping";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"2054";2;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"ATKIS/ALKIS";"AX_WegPfadSteig.shp";"ART";"1106";2;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"ALKIS";"AX_Weg.shp";"FKT";"5250";2;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"ALKIS";"AX_Weg.shp";"FKT";"5240";2;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"ATKIS/ALKIS";"AX_WegPfadSteig.shp";"ART";"1110";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ATKIS/ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8300";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8200";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8210";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8220";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8230";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8300";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8400";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8410";2;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"ALKIS";"AX_Fliessgewaesser.shp";"FKT";"8500";2;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5510";2;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5511";2;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5512";3;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5520";2;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5530";2;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5540";2;"OldID_str"
"Flughafen.shp";"POI";5000;"Mobilitaet";"5000_003";"Flughafen";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Flugverkehr.shp";"ART";"5550";2;"OldID_str"
"Forschungsinstitut.shp";"POI";3000;"BildungBetreuung";"3000_002";"Forschungsinstitut";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"2160";2;"OldID_str"
"Forschungsinstitut.shp";"POI";3000;"BildungBetreuung";"3000_002";"Forschungsinstitut";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3020";2;"OldID_str"
"Forschungsinstitut.shp";"POI";3000;"BildungBetreuung";"3000_002";"Forschungsinstitut";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3023";2;"OldID_str"
"Forschungsinstitut.shp";"POI";3000;"BildungBetreuung";"3000_002";"Forschungsinstitut";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3024";2;"OldID_str"
"Forschungsinstitut.shp";"POI";3000;"BildungBetreuung";"3000_002";"Forschungsinstitut";"Point";"nurGeometrie";"ALKIS";"AX_IndustrieUndGewerbeflaeche.shp";"FKT";"1760";2;"OldID_str"
"Forschungsinstitut.shp";"POI";3000;"BildungBetreuung";"3000_002";"Forschungsinstitut";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_FlaecheBesondererFunktionalerPraegung.shp";"FKT";"1120";2;"OldID_str"
"Friedhof.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_005";"Friedhof";"Point";"nurGeometrie";"ALKIS";"AX_Friedhof.shp";"FKT";"9401";2;"OldID_str"
"Friedhof.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_005";"Friedhof";"Point";"nurGeometrie";"ALKIS";"AX_Friedhof.shp";"FKT";"9402";2;"OldID_str"
"Friedhof.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_005";"Friedhof";"Point";"nurGeometrie";"ALKIS";"AX_Friedhof.shp";"FKT";"9403";2;"OldID_str"
"Friedhof.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_005";"Friedhof";"Point";"nurGeometrie";"ALKIS";"AX_Friedhof.shp";"FKT";"9404";2;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"ALKIS";"AX_Weg.shp";"FKT";"5220";2;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"ALKIS";"AX_Weg.shp";"FKT";"5250";2;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"ATKIS/ALKIS";"AX_WegPfadSteig.shp";"ART";"1103";2;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"ATKIS/ALKIS";"AX_WegPfadSteig.shp";"ART";"1110";2;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"ATKIS/ALKIS";"AX_WegPfadSteig.shp";"MKG";"1401";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3040";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3041";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3042";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3043";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3044";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3045";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3046";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3047";2;"OldID_str"
"Gotteshaus.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_007";"Gotteshaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3048";2;"OldID_str"
"Hochschule.shp";"POI";3000;"BildungBetreuung";"3000_004";"Hochschule";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3023";2;"OldID_str"
"Hydrant.shp";"POI";1000;"Grundversorgung";"1000_002";"Hydrant";"Point";"nurGeometrie";"ALKIS";"AX_BauwerkOderAnlageFuerIndustrieUndGewerbe.shp";"BWF";"1370";2;"OldID_str"
"Hydrant.shp";"POI";1000;"Grundversorgung";"1000_002";"Hydrant";"Point";"nurGeometrie";"ALKIS";"AX_BauwerkOderAnlageFuerIndustrieUndGewerbe.shp";"BWF";"1371";2;"OldID_str"
"Hydrant.shp";"POI";1000;"Grundversorgung";"1000_002";"Hydrant";"Point";"nurGeometrie";"ALKIS";"AX_BauwerkOderAnlageFuerIndustrieUndGewerbe.shp";"BWF";"1372";2;"OldID_str"
"JagdundFischereigebiet.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_008";"JagdundFischereigebiet";"Point";"nurGeometrie";"ATKIS";"AX_Hafen.shp";"HFK";"1030";2;"OldID_str"
"Jugendfreizeithaus.shp";"POI";4000;"Soziales";"4000_004";"Jugendfreizeithaus";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3060";2;"OldID_str"
"Jugendfreizeithaus.shp";"POI";4000;"Soziales";"4000_004";"Jugendfreizeithaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3061";2;"OldID_str"
"Jugendfreizeithaus.shp";"POI";4000;"Soziales";"4000_004";"Jugendfreizeithaus";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"3062";2;"OldID_str"
"Katastrophenschutz.shp";"POI";1000;"Grundversorgung";"1000_003";"Katastrophenschutz";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3070";2;"OldID_str"
"Kindergarten.shp";"POI";3000;"BildungBetreuung";"3000_005";"Kindergarten";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3065";2;"OldID_str"
"Kindergarten.shp";"POI";3000;"BildungBetreuung";"3000_005";"Kindergarten";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"WGF";"1210";2;"OldID_str"
"Kino.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_009";"Kino";"Point";"nurGeometrie";"ALKIS";"AX_Gebaeude.shp";"GFK";"2092";2;"OldID_str"
"Kino.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_009";"Kino";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"WGF";"1040";2;"OldID_str"
"Kino.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_009";"Kino";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_SportFreizeitUndErholungsflaeche.shp";"FKT";"4260";2;"OldID_str"
"Kiosk.shp";"POI";7000;"EinkaufenDienstleistung";"7000_006";"Kiosk";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"2055";2;"OldID_str"
"Kita.shp";"POI";3000;"BildungBetreuung";"3000_006";"Kita";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3065";2;"OldID_str"
"Klaerwerk.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_005";"Klaerwerk";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_IndustrieUndGewerbeflaeche.shp";"FKT";"2610";2;"OldID_str"
"Krankenhaus.shp";"POI";2000;"Gesundheit";"2000_003";"Krankenhaus";"Point";"nurGeometrie";"ATKIS/ALKIS";"AX_Gebaeude.shp";"GFK";"3051";3;"OldID_str"
"Stromleitung.shp";"Netzwerke";9000;"Netzwerke";"9000_012";"Stromleitung";"Line";"nurGeometrie";"ATKIS/ALKIS";"AX_Leitung.shp";"";"";3;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"nurGeometrie";"Stadtplanwerke";"sign_gr_point.shp";"LEVELNR";"598";2;"OldID_str"
"BibliothekBuchhandlung.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_003";"BibliothekBuchhandlung";"Point";"nurGeometrie";"Stadtplanwerke";"bau_gr_poly.shp";"LEVELNR";"475";3;"OldID_str"
"BibliothekBuchhandlung.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_003";"BibliothekBuchhandlung";"Point";"nurGeometrie";"Stadtplanwerke";"bau_gr_poly.shp";"LEVELNR";"476";3;"OldID_str"
"Feuerwehr.shp";"POI";1000;"Grundversorgung";"1000_001";"Feuerwehr";"Point";"nurGeometrie";"Stadtplanwerke";"sign_gr_point.shp";"LEVELNR";"608";3;"OldID_str"
"Feuerwehr.shp";"POI";1000;"Grundversorgung";"1000_001";"Feuerwehr";"Point";"nurGeometrie";"Stadtplanwerke";"bau_gr_poly.shp";"LEVELNR";"482";3;"OldID_str"
"Feuerwehr.shp";"POI";1000;"Grundversorgung";"1000_001";"Feuerwehr";"Point";"nurGeometrie";"Stadtplanwerke";"bau_gr_poly.shp";"LEVELNR";"481";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"363";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"364";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"361";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"362";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"368";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"367";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"366";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_line.shp";"LEVELNR";"365";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"358";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"354";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"357";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"373";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"372";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"374";3;"OldID_str"
"Fliessgewaesser.shp";"UmweltVersorgung";1100;"UmweltVersorgung";"1100_010";"Fliessgewaesser";"Polygon";"nurGeometrie";"Stadtplanwerke";"gew_gr_poly.shp";"LEVELNR";"355";3;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"176";3;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"182";3;"OldID_str"
"FussWanderwege.shp";"Netzwerke";9000;"Netzwerke";"9000_005";"FussWanderwege";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"181";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"144";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"143";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"147";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"142";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"148";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"145";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"146";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"141";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"137";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"136";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"135";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"133";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"132";3;"OldID_str"
"Fahrradwegenetz.shp";"Netzwerke";9000;"Netzwerke";"9000_004";"Fahrradwegenetz";"Line";"nurGeometrie";"Stadtplanwerke";"str_gr_line.shp";"LEVELNR";"131";3;"OldID_str"
