"file_in";"ObjAB";"ObjAG";"ObjAGN";"ObjArt";"ObjArtN";"Geometrie";"Feld_in";"Quelle";"Dateiname_out";"Feld_out";"Wert_out";"Prioritaet";"Out_ID1"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Spezi";"EigeneErhebung";"OwnSurvey_recycling.shp";"Art";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"PLZ";"EigeneErhebung";"OwnSurvey_recycling.shp";"PLZ";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"OrtNm";"EigeneErhebung";"OwnSurvey_recycling.shp";"Ort";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Str";"EigeneErhebung";"OwnSurvey_recycling.shp";"Strasse";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Hsnr";"EigeneErhebung";"OwnSurvey_recycling.shp";"Hausnr";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Zusatz";"EigeneErhebung";"OwnSurvey_recycling.shp";"Zusatz";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"nurGeometrie";"EigeneErhebung";"recycling.shp";"";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Spezi";"EigeneErhebung";"recycling.shp";"Art";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"PLZ";"EigeneErhebung";"recycling.shp";"PLZ";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"OrtNm";"EigeneErhebung";"recycling.shp";"Ort";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Str";"EigeneErhebung";"recycling.shp";"Strasse";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Hsnr";"EigeneErhebung";"recycling.shp";"Hausnr";"";1;"OldID_str"
"RecyclinghofSammelstelle.shp";"POI";1000;"Grundversorgung";"1000_006";"RecyclinghofSammelstelle";"Point";"Zusatz";"EigeneErhebung";"recycling.shp";"Zusatz";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"nurGeometrie";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Spezi";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"Art";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"PLZ";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"PLZ";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"OrtNm";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"Ort";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Str";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"Strasse";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Hsnr";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"Hausnr";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Zusatz";"EigeneErhebung";"OwnSurvey_Spielcasino.shp";"Zusatz";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"nurGeometrie";"EigeneErhebung";"Spielcasino.shp";"";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Spezi";"EigeneErhebung";"Spielcasino.shp";"Art";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"PLZ";"EigeneErhebung";"Spielcasino.shp";"PLZ";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"OrtNm";"EigeneErhebung";"Spielcasino.shp";"Ort";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Str";"EigeneErhebung";"Spielcasino.shp";"Strasse";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Hsnr";"EigeneErhebung";"Spielcasino.shp";"Hausnr";"";1;"OldID_str"
"Gluecksspiel.shp";"POI";7000;"EinkaufenDienstleistung";"7000_016";"Gluecksspiel";"Point";"Zusatz";"EigeneErhebung";"Spielcasino.shp";"Zusatz";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"nurGeometrie";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Spezi";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"Art";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"PLZ";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"PLZ";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"OrtNm";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"Ort";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Str";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"Strasse";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Hsnr";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"Hausnr";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Zusatz";"EigeneErhebung";"OwnSurvey_Touristeninformation.shp";"Zusatz";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"nurGeometrie";"EigeneErhebung";"Touristeninformation.shp";"";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Spezi";"EigeneErhebung";"Touristeninformation.shp";"Art";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"PLZ";"EigeneErhebung";"Touristeninformation.shp";"PLZ";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"OrtNm";"EigeneErhebung";"Touristeninformation.shp";"Ort";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Str";"EigeneErhebung";"Touristeninformation.shp";"Strasse";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Hsnr";"EigeneErhebung";"Touristeninformation.shp";"Hausnr";"";1;"OldID_str"
"Touristeninformation.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_020";"Touristeninformation";"Point";"Zusatz";"EigeneErhebung";"Touristeninformation.shp";"Zusatz";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"nurGeometrie";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Spezi";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"Art";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"PLZ";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"PLZ";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"OrtNm";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"Ort";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Str";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"Strasse";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Hsnr";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"Hausnr";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Zusatz";"EigeneErhebung";"OwnSurvey_weihnachtsmarkt.shp";"Zusatz";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"nurGeometrie";"EigeneErhebung";"weihnachtsmarkt.shp";"";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Spezi";"EigeneErhebung";"weihnachtsmarkt.shp";"Art";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"PLZ";"EigeneErhebung";"weihnachtsmarkt.shp";"PLZ";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"OrtNm";"EigeneErhebung";"weihnachtsmarkt.shp";"Ort";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Str";"EigeneErhebung";"weihnachtsmarkt.shp";"Strasse";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Hsnr";"EigeneErhebung";"weihnachtsmarkt.shp";"Hausnr";"";1;"OldID_str"
"Weihnachtsmarkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_022";"Weihnachtsmarkt";"Point";"Zusatz";"EigeneErhebung";"weihnachtsmarkt.shp";"Zusatz";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"nurGeometrie";"Bezirksregierung";"HU_HUExport_NW_addInf.shp";"";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"AltN_AV";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"meanAge";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"Gesch_M";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"male";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"Gesch_F";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"female";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"Nmig";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"migBack";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"EinwHaus";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"pop";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"NEinzel";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"alone";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"AltN_MX";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"maxAge";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"AltN_MN";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"minAge";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"ZielKind";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"tar_child";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"NJugend";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"tar_young";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"NSenMob";"Einwohnermelderamt";"HU_HUExport_NW_addInf.shp";"tar_senio";"";1;"OldID_str"
"Adresskoordinate.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_011";"Adresskoordinate";"Point";"Lagwrt";"Land";"HU_HUExport_NW_addInf.shp";"LGWGES";"";1;"OldID_str"
"Adresskoordinate.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_011";"Adresskoordinate";"Point";"BdRwrt";"Land";"HU_HUExport_NW_addInf.shp";"BRW";"";2;"OldID_str"
"Adresskoordinate.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_011";"Adresskoordinate";"Point";"GebJahr";"Land";"HU_HUExport_NW_addInf.shp";"BJ";"";1;"OldID_str"
"Adresskoordinate.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_011";"Adresskoordinate";"Point";"BarArm";"Land";"HU_HUExport_NW_addInf.shp";"BEHING";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"Lagwrt";"Land";"HU_HUExport_NW_addInf.shp";"LGWGES";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"BdRwrt";"Land";"HU_HUExport_NW_addInf.shp";"BRW";"";2;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"GebJahr";"Land";"HU_HUExport_NW_addInf.shp";"BJ";"";1;"OldID_str"
"Adresse.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_010";"Adresse";"Polygon";"BarArm";"Land";"HU_HUExport_NW_addInf.shp";"BEHING";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"nurGeometrie";"Kreis";"Richtwertzonen 2015_ETRS_GLOPU_region.shp";"";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"BdRwrt";"Kreis";"Richtwertzonen 2015_ETRS_GLOPU_region.shp";"BRW";"";1;"OldID_str"
"Richtwertzone.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_006";"Richtwertzone";"Polygon";"Lagwrt";"Kreis";"Richtwertzonen 2015_ETRS_GLOPU_region.shp";"Lagewert_G";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"StrmVbr";"Grundversorger";"EinwohnerDatenBaublock.shp";"StrmVbr";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"GasVbr";"Grundversorger";"EinwohnerDatenBaublock.shp";"GasVbr";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"FernwVbr";"Grundversorger";"EinwohnerDatenBaublock.shp";"FernwVbr";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"EnerKost";"Grundversorger";"EinwohnerDatenBaublock.shp";"enerKost";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"sozWohbau";"Grundversorger";"EinwohnerDatenBaublock.shp";"sozWohbau";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"Zuzug";"Kommune";"EinwohnerDatenBaublock.shp";"zuzug";"";1;"OldID_str"
"Baublock.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_009";"Baublock";"Polygon";"FortZug";"Kommune";"EinwohnerDatenBaublock.shp";"zuzug";"";1;"OldID_str"
"Quartier.shp";"PlanungsEinheiten";8000;"PlanungsEinheiten";"8000_007";"Quartier";"Polygon";"nurGeometrie";"Kommune";"Quartiere.shp";"";"";1;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"nurGeometrie";"Land";"str_a_RE_polyline_addInf.shp";"";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"nurGeometrie";"Land";"str_b_RE_polyline_addInf.shp";"";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"nurGeometrie";"Land";"str_k_RE_polyline_addInf.shp";"";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"nurGeometrie";"Land";"str_L_RE_polyline_addInf.shp";"";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_a_RE_polyline_addInf.shp";"Auslastung";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_b_RE_polyline_addInf.shp";"Auslastung";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_k_RE_polyline_addInf.shp";"Auslastung";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_L_RE_polyline_addInf.shp";"Auslastung";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_a_RE_polyline_addInf.shp";"DTV KFZ aller Tage (Mo - So)";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_b_RE_polyline_addInf.shp";"DTV KFZ aller Tage (Mo - So)";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_k_RE_polyline_addInf.shp";"DTV KFZ aller Tage (Mo - So)";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"str_L_RE_polyline_addInf.shp";"DTV KFZ aller Tage (Mo - So)";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"UnfDich";"Land";"str_a_RE_polyline_addInf.shp";"counted";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"UnfDich";"Land";"str_b_RE_polyline_addInf.shp";"counted";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"UnfDich";"Land";"str_k_RE_polyline_addInf.shp";"counted";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"UnfDich";"Land";"str_L_RE_polyline_addInf.shp";"counted";"";2;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"nurGeometrie";"Land";"StrassenNRW_alle_addInf.shp";"";"";1;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"StrassenNRW_alle_addInf.shp";"Auslastung";"";1;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"AusLas";"Land";"StrassenNRW_alle_addInf.shp";"DTV KFZ aller Tage (Mo - So)";"";1;"OldID_str"
"Strassennetz.shp";"Netzwerke";9000;"Netzwerke";"9000_007";"Strassennetz";"Line";"UnfDich";"Land";"StrassenNRW_alle_addInf.shp";"counted";"";1;"OldID_str"
"Ampel.shp";"Netzwerke";9000;"Netzwerke";"9000_001";"Ampel";"Point";"nurGeometrie";"Kreis";"Ampelanlagen.shp";"";"";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"nurGeometrie";"Kreis";"Apotheken_Kreis_Re.shp";"";"";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"Str";"Kreis";"Apotheken_Kreis_Re.shp";"StraØe";"";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"Hsnr";"Kreis";"Apotheken_Kreis_Re.shp";"Hausnummer";"";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"PLZ";"Kreis";"Apotheken_Kreis_Re.shp";"PLZ";"";1;"OldID_str"
"Apotheke.shp";"POI";2000;"Gesundheit";"2000_001";"Apotheke";"Point";"OrtNm";"Kreis";"Apotheken_Kreis_Re.shp";"Ort";"";1;"OldID_str"
"Ausgleichsflaeche.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_023";"Ausgleichsflaeche";"Point";"nurGeometrie";"Kreis";"Ausgleichsflaechen.shp";"";"";1;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"nurGeometrie";"POI_RVR";"Aussichtspunkte_POI_DB_RVR.shp";"";"";1;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"Spezi";"POI_RVR";"Aussichtspunkte_POI_DB_RVR.shp";"Name";"";1;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"PLZ";"POI_RVR";"Aussichtspunkte_POI_DB_RVR.shp";"Adr_plz";"";1;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"OrtNm";"POI_RVR";"Aussichtspunkte_POI_DB_RVR.shp";"Adr_ort";"";1;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"Str";"POI_RVR";"Aussichtspunkte_POI_DB_RVR.shp";"Adr_str";"";1;"OldID_str"
"Aussichtspunkt.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_001";"Aussichtspunkt";"Point";"Hsnr";"POI_RVR";"Aussichtspunkte_POI_DB_RVR.shp";"Adr_hnr";"";1;"OldID_str"
"Baecker.shp";"POI";7000;"EinkaufenDienstleistung";"7000_001";"Baecker";"Point";"nurGeometrie";"Kreis";"Baecker_Kreis_Re.shp";"";"";1;"OldID_str"
"Baecker.shp";"POI";7000;"EinkaufenDienstleistung";"7000_001";"Baecker";"Point";"Str";"Kreis";"Baecker_Kreis_Re.shp";"StraØe";"";1;"OldID_str"
"Baecker.shp";"POI";7000;"EinkaufenDienstleistung";"7000_001";"Baecker";"Point";"Hsnr";"Kreis";"Baecker_Kreis_Re.shp";"Hausnummer";"";1;"OldID_str"
"Baecker.shp";"POI";7000;"EinkaufenDienstleistung";"7000_001";"Baecker";"Point";"PLZ";"Kreis";"Baecker_Kreis_Re.shp";"PLZ";"";1;"OldID_str"
"Baecker.shp";"POI";7000;"EinkaufenDienstleistung";"7000_001";"Baecker";"Point";"OrtNm";"Kreis";"Baecker_Kreis_Re.shp";"Ort";"";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"nurGeometrie";"Kreis";"Schankwirtschaft_Kreis_Re.shp";"";"";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"Str";"Kreis";"Schankwirtschaft_Kreis_Re.shp";"StraØe";"";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"Hsnr";"Kreis";"Schankwirtschaft_Kreis_Re.shp";"Hausnummer";"";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"PLZ";"Kreis";"Schankwirtschaft_Kreis_Re.shp";"PLZ";"";1;"OldID_str"
"BarKneipe.shp";"POI";6000;"UnterhaltungSportNaherholung";"6000_002";"BarKneipe";"Point";"OrtNm";"Kreis";"Schankwirtschaft_Kreis_Re.shp";"Ort";"";1;"OldID_str"
"BeratungsstelleHilfswerk.shp";"POI";4000;"Soziales";"4000_002";"BeratungsstelleHilfswerk";"Point";"nurGeometrie";"POI_RVR";"Beratung_POI_DB_RVR.shp";"";"";1;"OldID_str"
"BeratungsstelleHilfswerk.shp";"POI";4000;"Soziales";"4000_002";"BeratungsstelleHilfswerk";"Point";"PLZ";"POI_RVR";"Beratung_POI_DB_RVR.shp";"ADR_PLZ";"";1;"OldID_str"
"BeratungsstelleHilfswerk.shp";"POI";4000;"Soziales";"4000_002";"BeratungsstelleHilfswerk";"Point";"OrtNm";"POI_RVR";"Beratung_POI_DB_RVR.shp";"ADR_ORT";"";1;"OldID_str"
